"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"9754","I182059798",3115,"Investigate Person","INVESTIGATE PERSON","E18",520,"","2018-07-29 08:50:00",2018,7,"Sunday",8,"Part Three","HYDE PARK AVE",42.25965676,-71.12319665,"(42.25965676, -71.12319665)"
"9755","I182059792",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3",468,"","2018-07-29 08:15:00",2018,7,"Sunday",8,"Part Three","GILMER ST",42.28281074,-71.09722321,"(42.28281074, -71.09722321)"
"9756","I182064780",1402,"Vandalism","VANDALISM","C6",220,"","2018-07-29 08:00:00",2018,7,"Sunday",8,"Part Two","TELEGRAPH ST",42.3329492,-71.04785576,"(42.33294920, -71.04785576)"
"9757","I182059790",3410,"Towed","TOWED MOTOR VEHICLE","E13",509,"","2018-07-29 08:00:00",2018,7,"Sunday",8,"Part Three","WELD HILL ST",42.29797339,-71.1124974,"(42.29797339, -71.11249740)"
"9758","I182059787",3201,"Property Lost","PROPERTY - LOST","D4",161,"","2018-07-29 07:47:00",2018,7,"Sunday",7,"Part Three","VILLAGE CT",42.34569316,-71.06857257,"(42.34569316, -71.06857257)"
"9759","I182061158",3208,"Property Lost","PROPERTY - MISSING","D4",179,"","2018-07-29 07:30:00",2018,7,"Sunday",7,"Part Three","MASSACHUSETTS AVE",42.33331285,-71.07322932,"(42.33331285, -71.07322932)"
"9760","I182059794",3410,"Towed","TOWED MOTOR VEHICLE","E13",642,"","2018-07-29 07:03:00",2018,7,"Sunday",7,"Part Three","GROVENOR RD",42.31433704,-71.11494641,"(42.31433704, -71.11494641)"
"9761","I182059785",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18",NA,"","2018-07-29 06:59:00",2018,7,"Sunday",6,"Part Three","CUMMINS HWY",NA,NA,"(0.00000000, 0.00000000)"
"9762","I182059784",724,"Auto Theft","AUTO THEFT","C11",355,"","2018-07-29 06:40:00",2018,7,"Sunday",6,"Part One","ADAMS ST",42.29604546,-71.05635478,"(42.29604546, -71.05635478)"
"9763","I182059783",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","B2",180,"","2018-07-29 06:39:00",2018,7,"Sunday",6,"Part Three","NORFOLK AVE",42.32713821,-71.07217961,"(42.32713821, -71.07217961)"
"9764","I182063341",706,"Auto Theft","AUTO THEFT - MOTORCYCLE / SCOOTER","E13",946,"","2018-07-29 06:00:00",2018,7,"Sunday",6,"Part One","SAINT ROSE ST",42.30457345,-71.11490725,"(42.30457345, -71.11490725)"
"9765","I182059781",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",309,"","2018-07-29 05:17:00",2018,7,"Sunday",5,"Part Three","DALE ST",42.3213001,-71.08567786,"(42.32130010, -71.08567786)"
"9766","I182059780",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",NA,"","2018-07-29 05:11:00",2018,7,"Sunday",5,"Part Three","DUDLEY ST",NA,NA,"(0.00000000, 0.00000000)"
"9767","I182059778",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","C11",348,"","2018-07-29 04:53:00",2018,7,"Sunday",4,"Part Three","DORCHESTER AVE",42.30514171,-71.05898128,"(42.30514171, -71.05898128)"
"9768","I182059776",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","D4",162,"","2018-07-29 04:14:00",2018,7,"Sunday",4,"Part Three","TRAVELER ST",42.34423781,-71.0629644,"(42.34423781, -71.06296440)"
"9769","I182059771",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B3",565,"","2018-07-29 03:53:00",2018,7,"Sunday",3,"Part One","SENATOR BOLLING CIR",42.29166748,-71.09102115,"(42.29166748, -71.09102115)"
"9770","I182059835",3830,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","B2",180,"","2018-07-29 03:30:00",2018,7,"Sunday",3,"Part Three","BLUE HILL AVE",42.3252158,-71.07492178,"(42.32521580, -71.07492178)"
"9771","I182059769",2660,"Other","OTHER OFFENSE","B2",566,"","2018-07-29 03:29:00",2018,7,"Sunday",3,"Part Two","BLUE HILL AVE",42.29912998,-71.08672066,"(42.29912998, -71.08672066)"
"9772","I182059766",3018,"Medical Assistance","SICK/INJURED/MEDICAL - POLICE","B3",465,"","2018-07-29 03:17:00",2018,7,"Sunday",3,"Part Three","BLUE HILL AVE",42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
"9773","I182059768",3115,"Investigate Person","INVESTIGATE PERSON","E13",508,"","2018-07-29 03:16:00",2018,7,"Sunday",3,"Part Three","HYDE PARK AVE",42.2911885,-71.1180105,"(42.29118850, -71.11801050)"
"9774","I182067610",522,"Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","D14",800,"","2018-07-29 03:00:00",2018,7,"Sunday",3,"Part One","PRATT ST",42.35501072,-71.12887911,"(42.35501072, -71.12887911)"
"9775","I182061102",3201,"Property Lost","PROPERTY - LOST","A1",121,"","2018-07-29 03:00:00",2018,7,"Sunday",3,"Part Three","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"9776","I182059939",3114,"Investigate Property","INVESTIGATE PROPERTY","A1",92,"","2018-07-29 03:00:00",2018,7,"Sunday",3,"Part Three","CITY HALL AVE",42.35794422,-71.05917253,"(42.35794422, -71.05917253)"
"9777","I182059765",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",468,"","2018-07-29 02:42:00",2018,7,"Sunday",2,"Part Three","BLUE HILL AVE",42.27783207,-71.09355491,"(42.27783207, -71.09355491)"
"9778","I182059764",1402,"Vandalism","VANDALISM","A7",23,"","2018-07-29 02:38:00",2018,7,"Sunday",2,"Part Two","SARATOGA ST",42.37704396,-71.03518074,"(42.37704396, -71.03518074)"
"9779","I182059763",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A1",121,"","2018-07-29 02:37:00",2018,7,"Sunday",2,"Part Two","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"9780","I182059762",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",442,"","2018-07-29 02:36:00",2018,7,"Sunday",2,"Part Three","BROWNING AVE",42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
"9781","I182059862",521,"Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","A1",83,"","2018-07-29 02:30:00",2018,7,"Sunday",2,"Part One","GREENOUGH LN",42.36696724,-71.05326385,"(42.36696724, -71.05326385)"
"9782","I182059895",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14",NA,"","2018-07-29 02:00:00",2018,7,"Sunday",2,"Part Two","BRIGHTON AVE",NA,NA,"(0.00000000, 0.00000000)"
"9783","I182059756",3106,"Property Related Damage","PROPERTY - ACCIDENTAL DAMAGE","A1",121,"","2018-07-29 01:54:00",2018,7,"Sunday",1,"Part Three","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"9784","I182059760",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","D4",NA,"","2018-07-29 01:51:00",2018,7,"Sunday",1,"Part Three","COLUMBUS AVE",NA,NA,"(0.00000000, 0.00000000)"
"9785","I182059759",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",336,"","2018-07-29 01:42:00",2018,7,"Sunday",1,"Part One","RICHFIELD ST",42.30597541,-71.07011898,"(42.30597541, -71.07011898)"
"9786","I182059774",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A7",765,"","2018-07-29 01:36:00",2018,7,"Sunday",1,"Part Three","CHENEY ST",42.30882778,-71.0841498,"(42.30882778, -71.08414980)"
"9787","I182059761",3501,"Missing Person Reported","MISSING PERSON","C6",233,"","2018-07-29 01:36:00",2018,7,"Sunday",1,"Part Three","E SEVENTH ST",42.3321857,-71.04171658,"(42.33218570, -71.04171658)"
"9788","I182059753",801,"Simple Assault","ASSAULT - SIMPLE","D4",134,"","2018-07-29 01:35:32",2018,7,"Sunday",1,"Part Two","DARTMOUTH ST",42.35029374,-71.07744671,"(42.35029374, -71.07744671)"
"9789","I182059758",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","B3",908,"","2018-07-29 01:30:00",2018,7,"Sunday",1,"Part Three","FERMOY HEIGHTS AVE",42.29515694,-71.08996961,"(42.29515694, -71.08996961)"
"9790","I182059750",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","A1",NA,"","2018-07-29 01:15:00",2018,7,"Sunday",1,"Part Two","BEDFORD ST",NA,NA,"(0.00000000, 0.00000000)"
"9791","I182059745",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","B2",NA,"","2018-07-29 01:11:00",2018,7,"Sunday",1,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"9792","I182059782",3115,"Investigate Person","INVESTIGATE PERSON","B3",424,"","2018-07-29 00:44:00",2018,7,"Sunday",0,"Part Three","FREMONT ST",42.26995362,-71.09006602,"(42.26995362, -71.09006602)"
"9793","I182059743",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C11",453,"","2018-07-29 00:42:00",2018,7,"Sunday",0,"Part Three","WASHINGTON ST",42.29745339,-71.07253425,"(42.29745339, -71.07253425)"
"9794","I182059749",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A1",101,"","2018-07-29 00:40:00",2018,7,"Sunday",0,"Part Two","BROAD ST",42.35919555,-71.05463831,"(42.35919555, -71.05463831)"
"9795","I182060534",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1",94,"","2018-07-29 00:30:00",2018,7,"Sunday",0,"Part Two","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"9796","I182059884",1402,"Vandalism","VANDALISM","C11",378,"","2018-07-29 00:30:00",2018,7,"Sunday",0,"Part Two","PIERCE AVE",42.28789854,-71.050054,"(42.28789854, -71.05005400)"
"9797","I182059791",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A7",26,"","2018-07-29 00:30:00",2018,7,"Sunday",0,"Part Three","MERIDIAN ST",42.37594469,-71.03911786,"(42.37594469, -71.03911786)"
"9798","I182059739",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A7",24,"","2018-07-29 00:17:00",2018,7,"Sunday",0,"Part Two","LEXINGTON ST",42.37773566,-71.03743771,"(42.37773566, -71.03743771)"
"9799","I182059738",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E13",567,"","2018-07-29 00:08:00",2018,7,"Sunday",0,"Part Three","FOREST HILLS ST",42.30887462,-71.10247235,"(42.30887462, -71.10247235)"
"9800","I182059751",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E5",563,"","2018-07-29 00:01:00",2018,7,"Sunday",0,"Part Three","BRADEEN ST",42.29023297,-71.12015968,"(42.29023297, -71.12015968)"
"9801","I182060106",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1",68,"","2018-07-29 00:00:00",2018,7,"Sunday",0,"Part Two","TEMPLE ST",42.35986852,-71.0636004,"(42.35986852, -71.06360040)"
"9802","I182059779",423,"Aggravated Assault","ASSAULT - AGGRAVATED","C6",178,"","2018-07-29 00:00:00",2018,7,"Sunday",0,"Part One","MASSACHUSETTS AVE",42.32856401,-71.06835343,"(42.32856401, -71.06835343)"
"9803","I182059773",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","C11",352,"","2018-07-28 23:45:00",2018,7,"Saturday",23,"Part Three","ARCADIA PARK",42.30108354,-71.06302178,"(42.30108354, -71.06302178)"
"9804","I182059730",3114,"Investigate Property","INVESTIGATE PROPERTY","D14",811,"","2018-07-28 23:45:00",2018,7,"Saturday",23,"Part Three","RAYMOND ST",42.36151267,-71.13347441,"(42.36151267, -71.13347441)"
"9805","I182059736",3301,"Verbal Disputes","VERBAL DISPUTE","B3",438,"","2018-07-28 23:42:00",2018,7,"Saturday",23,"Part Three","TALBOT AVE",42.29138891,-71.07599527,"(42.29138891, -71.07599527)"
"9806","I182059727",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","A1",93,"","2018-07-28 23:31:00",2018,7,"Saturday",23,"Part One","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"9807","I182059727",3111,"License Violation","LICENSE PREMISE VIOLATION","A1",93,"","2018-07-28 23:31:00",2018,7,"Saturday",23,"Part Three","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"9808","I182059748",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4",621,"","2018-07-28 23:20:00",2018,7,"Saturday",23,"Part One","COMMONWEALTH AVE",42.3492468,-71.08956259,"(42.34924680, -71.08956259)"
"9809","I182060139",3201,"Property Lost","PROPERTY - LOST","D4",145,"","2018-07-28 23:00:00",2018,7,"Saturday",23,"Part Three","HUNTINGTON AVE",42.34481182,-71.08234324,"(42.34481182, -71.08234324)"
"9810","I182059722",3805,"Motor Vehicle Accident Response","M/V ACCIDENT - POLICE VEHICLE","B3",423,"","2018-07-28 22:59:00",2018,7,"Saturday",22,"Part Three","BRIARCLIFF TER",42.27127878,-71.08654056,"(42.27127878, -71.08654056)"
"9811","I182059725",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",455,"","2018-07-28 22:46:00",2018,7,"Saturday",22,"Part Two","NORWELL ST",42.30027796,-71.07883962,"(42.30027796, -71.07883962)"
"9812","I182059742",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B3",447,"","2018-07-28 22:44:00",2018,7,"Saturday",22,"Part Three","NORWELL ST",42.29512751,-71.07820832,"(42.29512751, -71.07820832)"
"9813","I182059723",423,"Aggravated Assault","ASSAULT - AGGRAVATED","B2",258,"","2018-07-28 22:28:00",2018,7,"Saturday",22,"Part One","DUDLEY ST",42.31790476,-71.06706881,"(42.31790476, -71.06706881)"
"9814","I182059726",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",451,"","2018-07-28 22:26:00",2018,7,"Saturday",22,"Part Three","PARK ST",42.29549707,-71.07211394,"(42.29549707, -71.07211394)"
"9815","I182059714",2405,"Disorderly Conduct","DISORDERLY CONDUCT","A1",61,"","2018-07-28 22:13:00",2018,7,"Saturday",22,"Part Two","LEGENDS WAY",42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
"9816","I182059714",801,"Simple Assault","ASSAULT - SIMPLE","A1",61,"","2018-07-28 22:13:00",2018,7,"Saturday",22,"Part Two","LEGENDS WAY",42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
"9817","I182059714",2610,"Other","TRESPASSING","A1",61,"","2018-07-28 22:13:00",2018,7,"Saturday",22,"Part Two","LEGENDS WAY",42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
"9818","I182059747",3410,"Towed","TOWED MOTOR VEHICLE","D14",757,"","2018-07-28 22:10:00",2018,7,"Saturday",22,"Part Three","NEWTON ST",42.35687627,-71.16434675,"(42.35687627, -71.16434675)"
"9819","I182059718",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","B3",423,"","2018-07-28 22:09:00",2018,7,"Saturday",22,"Part Two","BRIARCLIFF TER",42.27127878,-71.08654056,"(42.27127878, -71.08654056)"
"9820","I182059718",1501,"Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","B3",423,"","2018-07-28 22:09:00",2018,7,"Saturday",22,"Part Two","BRIARCLIFF TER",42.27127878,-71.08654056,"(42.27127878, -71.08654056)"
"9821","I182059717",1402,"Vandalism","VANDALISM","C11",337,"","2018-07-28 22:02:00",2018,7,"Saturday",22,"Part Two","GENEVA AVE",42.30506946,-71.07633253,"(42.30506946, -71.07633253)"
"9822","I182059752",2647,"Other","THREATS TO DO BODILY HARM","E18",488,"","2018-07-28 22:00:00",2018,7,"Saturday",22,"Part Two","BLAKE ST",42.26448463,-71.10697097,"(42.26448463, -71.10697097)"
"9823","I182059746",3201,"Property Lost","PROPERTY - LOST","D4",624,"","2018-07-28 22:00:00",2018,7,"Saturday",22,"Part Three","BOYLSTON ST",42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
"9824","I182059721",3820,"Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","B2",264,"","2018-07-28 21:57:00",2018,7,"Saturday",21,"Part Three","JULIAN ST",42.31940749,-71.07567842,"(42.31940749, -71.07567842)"
"9825","I182059720",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",382,"","2018-07-28 21:52:00",2018,7,"Saturday",21,"Part Three","GALLIVAN BLVD",42.28262406,-71.05532964,"(42.28262406, -71.05532964)"
"9826","I182059744",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",451,"","2018-07-28 21:38:00",2018,7,"Saturday",21,"Part Two","W TREMLETT ST",42.29435407,-71.07306715,"(42.29435407, -71.07306715)"
"9827","I182059712",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","A1",112,"","2018-07-28 21:36:00",2018,7,"Saturday",21,"Part Two","AVERY ST",42.35325264,-71.06253118,"(42.35325264, -71.06253118)"
"9828","I182059712",3125,"Warrant Arrests","WARRANT ARREST","A1",112,"","2018-07-28 21:36:00",2018,7,"Saturday",21,"Part Three","AVERY ST",42.35325264,-71.06253118,"(42.35325264, -71.06253118)"
"9829","I182059715",3115,"Investigate Person","INVESTIGATE PERSON","B3",441,"","2018-07-28 21:34:00",2018,7,"Saturday",21,"Part Three","NIGHTINGALE ST",42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
"9830","I182060235",301,"Robbery","ROBBERY - STREET","B3",457,"","2018-07-28 21:30:00",2018,7,"Saturday",21,"Part One","ESMOND ST",42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
"9831","I182059706",3301,"Verbal Disputes","VERBAL DISPUTE","B2",317,"","2018-07-28 21:30:00",2018,7,"Saturday",21,"Part Three","HUMBOLDT AVE",42.31226446,-71.09020559,"(42.31226446, -71.09020559)"
"9832","I182059709",1402,"Vandalism","VANDALISM","D14",752,"","2018-07-28 21:28:00",2018,7,"Saturday",21,"Part Two","BRECK AVE",42.350546,-71.167663,"(42.35054600, -71.16766300)"
"9833","I182059710",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E5",561,"","2018-07-28 21:19:00",2018,7,"Saturday",21,"Part Three","SHERWOOD ST",42.28614825,-71.12091132,"(42.28614825, -71.12091132)"
"9834","I182059701",2647,"Other","THREATS TO DO BODILY HARM","B3",457,"","2018-07-28 21:08:00",2018,7,"Saturday",21,"Part Two","ESMOND ST",42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
"9835","I182059707",3201,"Property Lost","PROPERTY - LOST","D4",146,"","2018-07-28 21:03:00",2018,7,"Saturday",21,"Part Three","SAINT BOTOLPH ST",42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
"9836","I182059700",3115,"Investigate Person","INVESTIGATE PERSON","B2",281,"","2018-07-28 21:03:00",2018,7,"Saturday",21,"Part Three","WARREN PL",42.32793203,-71.08222598,"(42.32793203, -71.08222598)"
"9837","I182059724",3301,"Verbal Disputes","VERBAL DISPUTE","B3",444,"","2018-07-28 21:01:00",2018,7,"Saturday",21,"Part Three","WALES ST",42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
"9838","I182060237",616,"Larceny","LARCENY THEFT OF BICYCLE","D4",155,"","2018-07-28 21:00:00",2018,7,"Saturday",21,"Part One","COLUMBUS AVE",42.341332,-71.0807435,"(42.34133200, -71.08074350)"
"9839","I182059698",3208,"Property Lost","PROPERTY - MISSING","A1",93,"","2018-07-28 20:45:00",2018,7,"Saturday",20,"Part Three","FANEUIL HALL SQ",42.36020464,-71.05620816,"(42.36020464, -71.05620816)"
"9840","I182059713",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","B2",586,"","2018-07-28 20:43:00",2018,7,"Saturday",20,"Part Three","CHEROKEE ST",42.33047722,-71.10072736,"(42.33047722, -71.10072736)"
"9841","I182059699",423,"Aggravated Assault","ASSAULT - AGGRAVATED","E13",NA,"","2018-07-28 20:40:00",2018,7,"Saturday",20,"Part One","",42.31580852,-71.09829029,"(42.31580852, -71.09829029)"
"9842","I182059716",2647,"Other","THREATS TO DO BODILY HARM","C6",256,"","2018-07-28 20:33:00",2018,7,"Saturday",20,"Part Two","MOUNT VERNON ST",42.31779354,-71.04210959,"(42.31779354, -71.04210959)"
"9843","I182059696",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C6",915,"","2018-07-28 20:32:00",2018,7,"Saturday",20,"Part Two","MERCER ST",42.33129727,-71.04924949,"(42.33129727, -71.04924949)"
"9844","I182060239",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","A1",103,"","2018-07-28 20:30:00",2018,7,"Saturday",20,"Part Two","WASHINGTON ST",42.35680075,-71.05893025,"(42.35680075, -71.05893025)"
"9845","I182059692",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",138,"","2018-07-28 20:29:00",2018,7,"Saturday",20,"Part One","BOYLSTON ST",42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
"9846","I182059703",613,"Larceny","LARCENY SHOPLIFTING","D4",138,"","2018-07-28 20:18:00",2018,7,"Saturday",20,"Part One","NEWBURY ST",42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
"9847","I182059704",3115,"Investigate Person","INVESTIGATE PERSON","D14",786,"","2018-07-28 20:07:00",2018,7,"Saturday",20,"Part Three","KILSYTH RD",42.34040563,-71.14548726,"(42.34040563, -71.14548726)"
"9848","I182060343",3501,"Missing Person Reported","MISSING PERSON","C11",823,"","2018-07-28 20:00:00",2018,7,"Saturday",20,"Part Three","CUSHING AVE",42.3134571,-71.06271009,"(42.31345710, -71.06271009)"
"9849","I182060176",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14",790,"","2018-07-28 20:00:00",2018,7,"Saturday",20,"Part Three","BEACON ST",42.33610729,-71.14908783,"(42.33610729, -71.14908783)"
"9850","I182059689",1402,"Vandalism","VANDALISM","B2",268,"","2018-07-28 19:57:00",2018,7,"Saturday",19,"Part Two","DUDLEY ST",42.32742591,-71.07702562,"(42.32742591, -71.07702562)"
"9851","I182059684",619,"Larceny","LARCENY ALL OTHERS","C11",347,"","2018-07-28 19:51:00",2018,7,"Saturday",19,"Part One","EAST ST",42.3076111,-71.05970561,"(42.30761110, -71.05970561)"
"9852","I182059754",724,"Auto Theft","AUTO THEFT","C11",341,"","2018-07-28 19:45:00",2018,7,"Saturday",19,"Part One","BOWDOIN ST",42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
"9853","I182059754",1874,"Drug Violation","DRUGS - OTHER","C11",341,"","2018-07-28 19:45:00",2018,7,"Saturday",19,"Part Two","BOWDOIN ST",42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
"9854","I182059754",3410,"Towed","TOWED MOTOR VEHICLE","C11",341,"","2018-07-28 19:45:00",2018,7,"Saturday",19,"Part Three","BOWDOIN ST",42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
"9855","I182059683",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C6",NA,"","2018-07-28 19:41:00",2018,7,"Saturday",19,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"9856","I182059688",3115,"Investigate Person","INVESTIGATE PERSON","E18",533,"","2018-07-28 19:38:00",2018,7,"Saturday",19,"Part Three","KNIGHT ST",42.24563351,-71.13329369,"(42.24563351, -71.13329369)"
"9857","I182059679",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",456,"","2018-07-28 19:31:00",2018,7,"Saturday",19,"Part Three","FOWLER ST",42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
"9858","I182059674",2647,"Other","THREATS TO DO BODILY HARM","C6",NA,"","2018-07-28 19:28:00",2018,7,"Saturday",19,"Part Two","",NA,NA,"(0.00000000, 0.00000000)"
"9859","I182059690",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D14",766,"","2018-07-28 19:23:00",2018,7,"Saturday",19,"Part Three","CORINNE RD",42.35574817,-71.15989759,"(42.35574817, -71.15989759)"
"9860","I182059678",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",342,"","2018-07-28 19:20:00",2018,7,"Saturday",19,"Part Two","HOMES AVE",42.30288397,-71.06918798,"(42.30288397, -71.06918798)"
"9861","I182059669",2610,"Other","TRESPASSING","A1",102,"","2018-07-28 19:15:00",2018,7,"Saturday",19,"Part Two","TREMONT ST",42.356585,-71.06189505,"(42.35658500, -71.06189505)"
"9862","I182059676",1830,"Drug Violation","DRUGS - SICK ASSIST - HEROIN","B2",239,"","2018-07-28 19:09:00",2018,7,"Saturday",19,"Part Two","DUDLEY ST",42.31735472,-71.0658297,"(42.31735472, -71.06582970)"
"9863","I182059672",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",445,"","2018-07-28 19:08:00",2018,7,"Saturday",19,"Part Two","GREENWOOD ST",42.29716347,-71.07954018,"(42.29716347, -71.07954018)"
"9864","I182059693",3114,"Investigate Property","INVESTIGATE PROPERTY","C11",352,"","2018-07-28 19:04:00",2018,7,"Saturday",19,"Part Three","DORCHESTER AVE",42.30114533,-71.05991447,"(42.30114533, -71.05991447)"
"9865","I182059872",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14",815,"","2018-07-28 19:00:00",2018,7,"Saturday",19,"Part Three","BRADBURY ST",42.35857763,-71.13232552,"(42.35857763, -71.13232552)"
"9866","I182059799",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E5",561,"","2018-07-28 19:00:00",2018,7,"Saturday",19,"Part Three","SHERWOOD ST",42.28614825,-71.12091132,"(42.28614825, -71.12091132)"
"9867","I182059681",3207,"Property Found","PROPERTY - FOUND","A1",92,"","2018-07-28 19:00:00",2018,7,"Saturday",19,"Part Three","CITY HALL PLZ",42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
"9868","I182059664",3115,"Investigate Person","INVESTIGATE PERSON","E13",645,"","2018-07-28 18:58:00",2018,7,"Saturday",18,"Part Three","SEAVERNS AVE",42.3122073,-71.11380032,"(42.31220730, -71.11380032)"
"9869","I182059663",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",131,"","2018-07-28 18:50:00",2018,7,"Saturday",18,"Part Two","BEACON ST",42.35451931,-71.07588082,"(42.35451931, -71.07588082)"
"9870","I182059673",3830,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","B2",611,"","2018-07-28 18:47:00",2018,7,"Saturday",18,"Part Three","FENWOOD RD",42.33511654,-71.10767674,"(42.33511654, -71.10767674)"
"9871","I182059687",2907,"Violations","VAL - OPERATING AFTER REV/SUSP.","B2",305,"","2018-07-28 18:46:00",2018,7,"Saturday",18,"Part Two","ELMORE ST",42.32130333,-71.09247072,"(42.32130333, -71.09247072)"
