"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location"
"7615",101428750,"12/30/2010","12/30/2010",300,14,"Pacific",1459,510,"VEHICLE - STOLEN","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"11100    LUCERNE                      AV","","(34.0024, -118.4009)"
"7616",101428755,"12/30/2010","12/30/2010",700,14,"Pacific",1438,510,"VEHICLE - STOLEN","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"3600    MIDVALE                      AV","","(34.0204, -118.4139)"
"7617",101428764,"12/30/2010","12/30/2010",15,14,"Pacific",1409,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",23,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",745,NA,NA,NA,"3700    HUGHES                       AV","","(34.0256, -118.4005)"
"7618",101428802,"12/31/2010","12/30/2010",900,14,"Pacific",1414,310,"BURGLARY","0344",48,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"600    SAN JUAN                     AV","","(33.9932, -118.4671)"
"7619",101428846,"12/31/2010","12/30/2010",900,14,"Pacific",1463,510,"VEHICLE - STOLEN","",NA,"","",108,"PARKING LOT",NA,"","IC","Invest Cont",510,NA,NA,NA,"13100    FOUNTAIN PARK                DR","","(33.9749, -118.4282)"
"7620",101428848,"12/31/2010","12/30/2010",930,14,"Pacific",1455,330,"BURGLARY FROM VEHICLE","0344 1300",23,"F","W",104,"DRIVEWAY",NA,"","IC","Invest Cont",330,NA,NA,NA,"12500    WALSH                        AV","","(33.9897, -118.4245)"
"7621",101525259,"12/30/2010","12/30/2010",5,15,"N Hollywood",1555,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",33,"F","W",735,"NIGHT CLUB (OPEN EVENINGS ONLY)",NA,"","IC","Invest Cont",440,NA,NA,NA,"4900    LANKERSHIM                   BL","","(34.16, -118.3716)"
"7622",101525214,"12/30/2010","12/30/2010",200,15,"N Hollywood",1549,330,"BURGLARY FROM VEHICLE","0344 1307 1609",50,"M","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"10400    MARGATE                      ST","","(34.1676, -118.3571)"
"7623",101525233,"12/30/2010","12/30/2010",100,15,"N Hollywood",1519,510,"VEHICLE - STOLEN","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"6600    SATSUMA                      AV","","(34.1904, -118.367)"
"7624",101525244,"12/30/2010","12/30/2010",430,15,"N Hollywood",1539,624,"BATTERY - SIMPLE ASSAULT","1501",25,"M","H",301,"GAS STATION",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"10900    BURBANK                      BL","","(34.1722, -118.3681)"
"7625",101622059,"12/30/2010","12/30/2010",30,16,"Foothill",1663,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",27,"F","H",101,"STREET",NA,"","AO","Adult Other",341,NA,NA,NA,"SHELDON","LAUREL CANYON                BL","(34.232, -118.4037)"
"7626",101622062,"12/30/2010","12/30/2010",925,16,"Foothill",1622,510,"VEHICLE - STOLEN","",NA,"","",104,"DRIVEWAY",NA,"","IC","Invest Cont",510,NA,NA,NA,"10900    SAN FERNANDO                 RD","","(34.2691, -118.4252)"
"7627",101622071,"12/30/2010","12/30/2010",30,16,"Foothill",1658,510,"VEHICLE - STOLEN","",NA,"","",104,"DRIVEWAY",NA,"","IC","Invest Cont",510,NA,NA,NA,"7000    VALMONT                      ST","","(34.252, -118.2835)"
"7628",101622075,"12/30/2010","12/30/2010",200,16,"Foothill",1684,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1251 1300",NA,"F","A",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"8400    OMELVENY                     AV","","(34.2228, -118.3911)"
"7629",101622089,"12/30/2010","12/30/2010",330,16,"Foothill",1602,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",34,"F","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"11500    MAGEE                        AV","","(34.2791, -118.4156)"
"7630",101701476,"12/30/2010","12/30/2010",320,17,"Devonshire",1728,753,"DISCHARGE FIREARMS/SHOTS FIRED","1100 1402 1407",NA,"M","W",501,"SINGLE FAMILY DWELLING",102,"HAND GUN","AA","Adult Arrest",753,998,NA,NA,"10800    BAIRD                        AV","","(34.267, -118.5373)"
"7631",101701477,"12/30/2010","12/30/2010",200,17,"Devonshire",1745,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1402 1606",58,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",331,998,NA,NA,"10400    LINDLEY                      AV","","(34.2591, -118.5273)"
"7632",101927540,"12/30/2010","12/30/2010",5,19,"Mission",1908,886,"DISTURBING THE PEACE","1402",31,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",886,998,NA,NA,"13000    HUBBARD                      ST","","(34.321, -118.4151)"
"7633",101927560,"12/30/2010","12/30/2010",200,19,"Mission",1905,210,"ROBBERY","0342 0344 0355 0353 0416 0417 0429 0906 1313",36,"M","H",108,"PARKING LOT",304,"CLUB/BAT","IC","Invest Cont",210,NA,NA,NA,"ASTORIA                      ST","FOOTHILL                     BL","(34.3129, -118.4373)"
"7634",101927566,"12/30/2010","12/30/2010",810,19,"Mission",1921,510,"VEHICLE - STOLEN","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"13000    TELFAIR                      AV","","(34.306, -118.4749)"
"7635",101927602,"12/30/2010","12/30/2010",900,19,"Mission",1999,330,"BURGLARY FROM VEHICLE","0344 1300 1307",49,"M","A",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"13600    CANTARA                      ST","","(34.2199, -118.4288)"
"7636",101927608,"12/30/2010","12/30/2010",500,19,"Mission",1931,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0408 0416 0444 1814 2000",21,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"15000    RINALDI                      ST","","(34.279, -118.4589)"
"7637",101927627,"12/30/2010","12/30/2010",630,19,"Mission",1906,310,"BURGLARY","0344",28,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"13100    SAYRE                        ST","","(34.3236, -118.4186)"
"7638",102026439,"12/30/2010","12/30/2010",420,20,"Olympic",2026,210,"ROBBERY","0342 0305 0408 0416 0344 1309 0216 0346 0370 0429",34,"M","O",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"300 S  BERENDO                      ST","","(34.0691, -118.2941)"
"7639",102026440,"12/30/2010","12/30/2010",105,20,"Olympic",2044,210,"ROBBERY","0340 0342 0344 0355 0369 0370 0416 0432 0913",28,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"SERRANO","8TH                          ST","(34.0577, -118.3066)"
"7640",102026463,"12/30/2010","12/30/2010",1,20,"Olympic",2005,330,"BURGLARY FROM VEHICLE","0344 0358 1302 1309 1607 0377 1266",30,"M","H",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"400 N  NORMANDIE                    AV","","(34.0777, -118.3004)"
"7641",102122636,"12/30/2010","12/30/2010",800,21,"Topanga",2173,310,"BURGLARY","0321 1202",87,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"22800    OSTRONIC                     DR","","(34.1679, -118.6233)"
"7642",102122637,"12/30/2010","12/30/2010",815,21,"Topanga",2173,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1202",81,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",745,NA,NA,NA,"22800    OSTRONIC                     DR","","(34.1679, -118.6233)"
"7643",102122647,"12/30/2010","12/30/2010",945,21,"Topanga",2173,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",51,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",745,NA,NA,NA,"22800    OSTRONIC                     DR","","(34.1679, -118.6233)"
"7644",102122652,"12/30/2010","12/30/2010",920,21,"Topanga",2133,310,"BURGLARY","0321 0344 1402 1606",49,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,998,NA,NA,"7000    FALLBROOK                    AV","","(34.1972, -118.6234)"
"7645",102122653,"12/30/2010","12/30/2010",920,21,"Topanga",2133,310,"BURGLARY","0321 0344 1606",46,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"7000    FALLBROOK                    AV","","(34.1972, -118.6234)"
"7646",110104118,"01/04/2011","12/30/2010",1005,1,"Central",142,210,"ROBBERY","0104 0537 1501",NA,"M","O",602,"BANK",504,"DEMAND NOTE","IC","Invest Cont",210,NA,NA,NA,"400 S  HOPE                         ST","","(34.0522, -118.2538)"
"7647",110104119,"01/04/2011","12/30/2010",1005,1,"Central",142,210,"ROBBERY","1501",NA,"M","O",602,"BANK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"400 S  HOPE                         ST","","(34.0522, -118.2538)"
"7648",110204034,"01/01/2011","12/30/2010",1947,2,"Rampart",265,480,"BIKE - STOLEN","0344",46,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",480,NA,NA,NA,"800 S  WESTLAKE                     AV","","(34.0544, -118.2767)"
"7649",110206121,"02/10/2011","12/30/2010",1200,2,"Rampart",246,354,"THEFT OF IDENTITY","0100",53,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"1900 W  3RD                          ST","","(34.0619, -118.2702)"
"7650",110206448,"02/17/2011","12/30/2010",1700,2,"Rampart",257,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",25,"F","H",101,"STREET",NA,"","AO","Adult Other",440,NA,NA,NA,"ALVARADO                     ST","WESTLAKE                     BL","(34.046, -118.2835)"
"7651",110304027,"01/01/2011","12/30/2010",2245,3,"Southwest",377,946,"OTHER MISCELLANEOUS CRIME","1501",24,"M","H",101,"STREET",NA,"","IC","Invest Cont",946,NA,NA,NA,"VERMONT                      AV","LEIGHTON                     AV","(34.0132, -118.2915)"
"7652",110304035,"12/30/2010","12/30/2010",1300,3,"Southwest",393,310,"BURGLARY","0344 1607",31,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"4100    GARTHWAITE                   AV","","(34.0095, -118.3231)"
"7653",110304059,"12/30/2010","12/30/2010",1725,3,"Southwest",321,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",36,"F","B",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"3400 S  LA CIENEGA                   BL","","(34.0264, -118.3721)"
"7654",110304103,"01/02/2011","12/30/2010",1200,3,"Southwest",396,354,"THEFT OF IDENTITY","0377",48,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"800 W  41ST                         ST","","(34.0092, -118.2872)"
"7655",110304153,"01/03/2011","12/30/2010",1700,3,"Southwest",363,330,"BURGLARY FROM VEHICLE","0344 1300 1609",28,"F","B",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"3700    CRENSHAW                     BL","","(34.016, -118.3351)"
"7656",110304497,"01/07/2011","12/30/2010",1200,3,"Southwest",337,354,"THEFT OF IDENTITY","0377 1822",39,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"2900    HALLDALE                     AV","","(34.0291, -118.3028)"
"7657",110307316,"02/23/2011","12/30/2010",800,3,"Southwest",362,510,"VEHICLE - STOLEN","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"3900    COCO                         AV","","(34.0155, -118.3497)"
"7658",110312344,"05/11/2011","12/30/2010",1700,3,"Southwest",356,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",46,"F","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"1400 W  35TH                         ST","","(34.0246, -118.3002)"
"7659",110400509,"01/04/2011","12/30/2010",1000,4,"Hollenbeck",443,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1605 1607",NA,"M","W",701,"HOSPITAL",NA,"","IC","Invest Cont",440,NA,NA,NA,"1500    SAN PABLO                    ST","","(34.0624, -118.2032)"
"7660",110404006,"12/31/2010","12/30/2010",2245,4,"Hollenbeck",409,330,"BURGLARY FROM VEHICLE","0344 1302",29,"F","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"4200    STILLWELL                    AV","","(34.093, -118.1636)"
"7661",110404132,"01/03/2011","12/30/2010",1200,4,"Hollenbeck",406,946,"OTHER MISCELLANEOUS CRIME","",45,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",946,NA,NA,NA,"4200    VIA ARBOLADA","","(34.096, -118.185)"
"7662",110404156,"01/04/2011","12/30/2010",1700,4,"Hollenbeck",426,900,"VIOLATION OF COURT ORDER","0602",19,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",900,NA,NA,NA,"3500    PUEBLO                       AV","","(34.0859, -118.1742)"
"7663",110405513,"02/04/2011","12/30/2010",2005,4,"Hollenbeck",438,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0377 1822",60,"M","H",402,"MARKET",NA,"","IC","Invest Cont",440,NA,NA,NA,"5300    ALHAMBRA                     AV","","(34.0754, -118.1702)"
"7664",110504011,"12/31/2010","12/30/2010",2130,5,"Harbor",519,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0602 0913",27,"M","H",501,"SINGLE FAMILY DWELLING",304,"CLUB/BAT","IC","Invest Cont",230,NA,NA,NA,"1300    WATSON                       AV","","(33.7909, -118.2481)"
"7665",110504013,"12/30/2010","12/30/2010",2130,5,"Harbor",561,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 0913 2000 1821",29,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"1500 W  16TH                         ST","","(33.7298, -118.3097)"
"7666",110504014,"12/31/2010","12/30/2010",2100,5,"Harbor",529,310,"BURGLARY","0344 1236 1607",26,"F","H",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"800    SIGSBEE                      AV","","(33.7817, -118.2344)"
"7667",110504036,"12/30/2010","12/30/2010",1100,5,"Harbor",541,354,"THEFT OF IDENTITY","0929 0922 1822",37,"M","W",507,"CONDOMINIUM/TOWNHOUSE",NA,"","IC","Invest Cont",354,NA,NA,NA,"1400    BRETT                        PL","","(33.7562, -118.3065)"
"7668",110504040,"12/31/2010","12/30/2010",1700,5,"Harbor",528,946,"OTHER MISCELLANEOUS CRIME","0329 1300",54,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",946,NA,NA,NA,"1200    WATSON                       AV","","(33.7875, -118.2479)"
"7669",110504046,"12/30/2010","12/30/2010",1355,5,"Harbor",522,956,"LETTERS, LEWD","0319 0369",23,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",956,NA,NA,NA,"600    WILMINGTON                   BL","","(33.7765, -118.2739)"
"7670",110504049,"12/30/2010","12/30/2010",1530,5,"Harbor",529,900,"VIOLATION OF COURT ORDER","0913 1309 2000",43,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",900,NA,NA,NA,"1200 E  G                            ST","","(33.7793, -118.248)"
"7671",110504070,"01/02/2011","12/30/2010",1000,5,"Harbor",532,510,"VEHICLE - STOLEN","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"1200    MCDONALD                     AV","","(33.7866, -118.2715)"
"7672",110504170,"01/04/2011","12/30/2010",1200,5,"Harbor",529,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"1600 E  OPP                          ST","","(33.7836, -118.243)"
"7673",110504754,"01/15/2011","12/30/2010",900,5,"Harbor",587,354,"THEFT OF IDENTITY","0928 0929 0923 1822",50,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"3300    CAROLINA                     ST","","(33.7143, -118.2907)"
"7674",110506054,"02/10/2011","12/30/2010",1600,5,"Harbor",563,354,"THEFT OF IDENTITY","0930",51,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"1000 W  17TH                         ST","","(33.7288, -118.299)"
"7675",110604007,"01/01/2011","12/30/2010",1600,6,"Hollywood",649,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416",44,"M","H",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",230,NA,NA,NA,"5100 W  SUNSET                       BL","","(34.0981, -118.3005)"
"7676",110604048,"12/31/2010","12/30/2010",2300,6,"Hollywood",635,330,"BURGLARY FROM VEHICLE","0329 0344 1307 1609",25,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"2100 N  CAHUENGA                     BL","","(34.1092, -118.3312)"
"7677",110604163,"01/03/2011","12/30/2010",1700,6,"Hollywood",636,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",22,"F","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"6500    YUCCA                        ST","","(34.1039, -118.3311)"
"7678",110604182,"01/03/2011","12/30/2010",2200,6,"Hollywood",666,330,"BURGLARY FROM VEHICLE","0344 1605",45,"M","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"6500    LELAND                       WY","","(34.097, -118.3321)"
"7679",110604327,"01/06/2011","12/30/2010",2300,6,"Hollywood",643,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",33,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"1600 N  FORMOSA                      AV","","(34.0998, -118.3468)"
"7680",110604624,"01/10/2011","12/30/2010",2200,6,"Hollywood",621,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",40,"M","O",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"2600    SKYWIN                       WY","","(34.1205, -118.3914)"
"7681",110613605,"05/16/2011","12/30/2010",1845,6,"Hollywood",636,946,"OTHER MISCELLANEOUS CRIME","1501",32,"M","W",101,"STREET",NA,"","IC","Invest Cont",946,NA,NA,NA,"HOLLYWOOD                    BL","CHEROKEE                     AV","(34.1016, -118.3348)"
"7682",110700507,"01/03/2011","12/30/2010",1800,7,"Wilshire",733,310,"BURGLARY","0344 1605",26,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",310,NA,NA,NA,"600    MASSELIN                     AV","","(34.0649, -118.3525)"
"7683",110704004,"12/31/2010","12/30/2010",2230,7,"Wilshire",734,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1501",21,"M","H",108,"PARKING LOT",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,NA,NA,NA,"6300 W  3RD                          ST","","(34.0712, -118.359)"
"7684",110704096,"01/03/2011","12/30/2010",1800,7,"Wilshire",778,649,"DOCUMENT FORGERY / STOLEN FELONY","0924 1820",58,"M","O",602,"BANK",NA,"","IC","Invest Cont",649,NA,NA,NA,"WASHINGTON                   BL","10TH                         AV","(34.0399, -118.3267)"
"7685",110704117,"01/04/2011","12/30/2010",300,7,"Wilshire",701,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",48,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",341,NA,NA,NA,"500 N  HAYWORTH                     AV","","(34.0802, -118.3627)"
"7686",110711113,"06/21/2011","12/30/2010",1000,7,"Wilshire",738,649,"DOCUMENT FORGERY / STOLEN FELONY","0928",20,"M","W",702,"OFFICE BUILDING/OFFICE",NA,"","IC","Invest Cont",649,NA,NA,NA,"4700    WILSHIRE                     BL","","(34.062, -118.3317)"
"7687",110804039,"12/31/2010","12/30/2010",1130,8,"West LA",842,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",46,"M","W",121,"YARD (RESIDENTIAL/BUSINESS)",NA,"","IC","Invest Cont",440,NA,NA,NA,"1200    FEDERAL                      AV","","(34.0508, -118.4592)"
"7688",110804047,"12/31/2010","12/30/2010",2000,8,"West LA",805,330,"BURGLARY FROM VEHICLE","0321",53,"F","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"11300    CHALON                       RD","","(34.0846, -118.462)"
"7689",110804048,"12/31/2010","12/30/2010",2030,8,"West LA",805,330,"BURGLARY FROM VEHICLE","0344 1609",51,"F","O",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"11300    CHALON                       RD","","(34.0846, -118.462)"
"7690",110804051,"12/31/2010","12/30/2010",1715,8,"West LA",853,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344",27,"F","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",420,NA,NA,NA,"1700    CORINTH                      AV","","(34.0448, -118.4484)"
"7691",110804052,"12/31/2010","12/30/2010",2045,8,"West LA",839,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344",29,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",331,NA,NA,NA,"2100    CENTURY PARK","","(34.055, -118.4177)"
"7692",110804067,"01/03/2011","12/30/2010",2100,8,"West LA",839,330,"BURGLARY FROM VEHICLE","0344",37,"F","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"2100    CENTURY PARK","","(34.055, -118.4177)"
"7693",110804077,"12/31/2010","12/30/2010",1900,8,"West LA",805,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300 1307",39,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"900    LINDA FLORA                  DR","","(34.0848, -118.4643)"
"7694",110804083,"12/31/2010","12/30/2010",1830,8,"West LA",895,354,"THEFT OF IDENTITY","0930 1210 1822",35,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"10200    DUNLEER                      DR","","(34.0359, -118.4082)"
"7695",110804092,"01/03/2011","12/30/2010",2330,8,"West LA",889,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000",34,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"1900    CHARITON                     ST","","(34.0428, -118.3774)"
"7696",110804168,"01/05/2011","12/30/2010",900,8,"West LA",835,510,"VEHICLE - STOLEN","",NA,"","",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",510,NA,NA,NA,"1800    CAMDEN                       AV","","(34.0468, -118.441)"
"7697",110804327,"01/07/2011","12/30/2010",1600,8,"West LA",829,649,"DOCUMENT FORGERY / STOLEN FELONY","0923 1822",36,"F","O",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",649,NA,NA,NA,"10400    SANTA MONICA                 BL","","(34.0623, -118.4174)"
"7698",110804890,"01/20/2011","12/30/2010",1830,8,"West LA",857,354,"THEFT OF IDENTITY","0928",28,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"1100    GLENVILLE                    DR","","(34.0571, -118.3928)"
"7699",110805376,"02/01/2011","12/30/2010",1000,8,"West LA",834,354,"THEFT OF IDENTITY","0929 0922 1822",36,"M","O",507,"CONDOMINIUM/TOWNHOUSE",NA,"","IC","Invest Cont",354,NA,NA,NA,"10600    WILSHIRE                     BL","","(34.0616, -118.4337)"
"7700",110904030,"12/31/2010","12/30/2010",1900,9,"Van Nuys",916,624,"BATTERY - SIMPLE ASSAULT","0416",19,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"SHERMAN","WOODMAN","(34.2012, -118.4313)"
"7701",110904059,"01/02/2011","12/30/2010",809,9,"Van Nuys",915,354,"THEFT OF IDENTITY","1822",53,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"7100    LENNOX                       AV","","(34.1996, -118.4455)"
"7702",110904088,"01/03/2011","12/30/2010",1200,9,"Van Nuys",911,354,"THEFT OF IDENTITY","0100 0922",25,"F","B",605,"AUTOMATED TELLER MACHINE (ATM)",NA,"","IC","Invest Cont",354,NA,NA,NA,"SEPULVEDA                    BL","SHERMAN                      WY","(34.2012, -118.4662)"
"7703",110904150,"01/05/2011","12/30/2010",1600,9,"Van Nuys",989,900,"VIOLATION OF COURT ORDER","1501",26,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AO","Adult Other",900,NA,NA,NA,"4300    MATILIJA                     AV","","(34.1485, -118.434)"
"7704",110904368,"01/07/2011","12/30/2010",1500,9,"Van Nuys",964,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",41,"M","W",702,"OFFICE BUILDING/OFFICE",NA,"","IC","Invest Cont",440,NA,NA,NA,"13700    RIVERSIDE                    DR","","(34.1576, -118.4312)"
"7705",110904644,"01/14/2011","12/30/2010",1300,9,"Van Nuys",941,310,"BURGLARY","0344 1607",33,"M","B",221,"PUBLIC STORAGE",NA,"","IC","Invest Cont",310,NA,NA,NA,"15300    OXNARD                       ST","","(34.1794, -118.4662)"
"7706",110905705,"02/03/2011","12/30/2010",1200,9,"Van Nuys",985,354,"THEFT OF IDENTITY","0930 0929 0928 1822",36,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"14200    DICKENS                      ST","","(34.1486, -118.4425)"
